%time,field
1559775779791655063,560.616940442
1559775779794471979,560.615180473
1559775779796370029,560.593338768
1559775779797146081,560.590222266
1559775779797743082,560.5813912
1559775779800704956,560.577759565
1559775779801409006,560.565411301
1559775779803335905,560.576072263
1559775779805510044,560.57623672
1559775779807816028,560.588482618
1559775779812465906,560.608951837
1559775779816366910,560.600336631
1559775779816862106,560.597226263
1559775779817763090,560.602784952
1559775779819658041,560.570679734
1559775779821491003,560.567892059
1559775779823741912,560.557318565
1559775779831091880,560.600801446
1559775779832606077,560.591366604
1559775779834088087,560.593683475
1559775779835923910,560.592117845
1559775779837385892,560.577964603
1559775779839812994,560.600087088
1559775779843884944,560.589328329
1559775779845949888,560.575789598
1559775779846493959,560.57270884
1559775779847321033,560.587363747
1559775779849684000,560.598970215
1559775779852452039,560.610193914
1559775779853526115,560.65246778
1559775779856216907,560.643030502
1559775779856781959,560.639893543
1559775779861196041,560.623792414
1559775779861768007,560.587920721
1559775779863785982,560.579879771
1559775779866082906,560.567250412
1559775779866705894,560.564184609
1559775779868446111,560.546731175
1559775779869888067,560.575444399
1559775779872008085,560.589250744
1559775779876085042,560.574046839
1559775779876501083,560.570983081
1559775779877892017,560.603354366
1559775779879594087,560.616076256
1559775779881911993,560.62089772
1559775779884371995,560.624033482
1559775779886301040,560.632939326
1559775779886970043,560.631488694
1559775779887460947,560.623898918
1559775779889816999,560.619604747
1559775779891222953,560.669083475
1559775779895273923,560.691870178
1559775779896495103,560.717967884
1559775779897509098,560.739565743
1559775779900526046,560.75375438
1559775779901901960,560.763475076
1559775779903640985,560.7656762
1559775779906218051,560.783204336
1559775779907505989,560.825173039
1559775779909490108,560.80554214
1559775779911895990,560.841929601
1559775779913930892,560.849492214
1559775779916131019,560.876768705
1559775779919431924,560.858721487
1559775779922266960,560.827917637
1559775779923630952,560.802972346
1559775779927450895,560.796656739
1559775779928153038,560.76187661
1559775779930658102,560.774102677
1559775779932173967,560.759185465
1559775779934334039,560.738691662
1559775779936220884,560.7128864
1559775779937673091,560.719768068
1559775779939457893,560.703086676
1559775779943069934,560.717244511
1559775779943691015,560.691349556
1559775779946357011,560.688243463
1559775779949652910,560.706307655
1559775779952347040,560.714750597
1559775779953417062,560.689198312
1559775779957750082,560.669245974
1559775779958554029,560.657596631
1559775779959397077,560.633618941
1559775779961354017,560.606792153
1559775779963170051,560.596815858
1559775779966275930,560.565731219
1559775779967664003,560.562732283
1559775779968276977,560.561798174
1559775779969305038,560.576634344
1559775779971456050,560.571382273
1559775779975148916,560.589031929
1559775779976281881,560.595210998
1559775779979617118,560.571829788
1559775779986243009,560.564015291
1559775779989790916,560.554859091
1559775779993714094,560.577524342
1559775779994708061,560.589106486
1559775779997533082,560.585125929
1559775779997668981,560.573851897
1559775779997745990,560.632607079
1559775779999896049,560.661244264
1559775780001456975,560.692570789
1559775780004365921,560.673998488
1559775780006141901,560.651143304
1559775780007318973,560.646937251
1559775780009489059,560.638691355
1559775780012023925,560.612936948
1559775780013433933,560.592739199
1559775780015799999,560.588698879
1559775780016762971,560.599954258
1559775780017568111,560.580346247
1559775780019570112,560.561726082
1559775780021425962,560.552204113
1559775780023242950,560.543120538
1559775780026031017,560.553441562
1559775780027945041,560.549448087
1559775780028675079,560.541421913
1559775780030857086,560.583948758
1559775780031653881,560.573942351
1559775780033936977,560.57152103
1559775780036338090,560.581268413
1559775780037231922,560.579917182
1559775780039784908,560.581316462
1559775780041610956,560.567748189
1559775780046608924,560.556561264
1559775780047399997,560.562524227
1559775780048067092,560.559552612
1559775780050046920,560.570113453
1559775780053579092,560.566976365
1559775780057347059,560.577112685
1559775780058944940,560.59137883
1559775780060820102,560.634511115
1559775780062689065,560.62667121
1559775780063323974,560.631211336
1559775780065757989,560.628456874
1559775780066332101,560.616581605
1559775780067203044,560.641177252
1559775780069529056,560.641446531
1559775780071446895,560.61767624
1559775780073355913,560.634310205
1559775780076613903,560.631650517
1559775780077492952,560.627678691
1559775780079087972,560.636098963
1559775780081830024,560.636306256
1559775780083221912,560.620098914
1559775780085473060,560.616503549
1559775780085958957,560.613516199
1559775780087193965,560.61409178
1559775780089237928,560.614581051
1559775780095490932,560.619102688
1559775780096892118,560.593218736
1559775780097517013,560.590261928
1559775780098118066,560.554339367
1559775780099292039,560.536187601
1559775780101330041,560.538014384
1559775780105869054,560.530598931
1559775780106339931,560.574592032
1559775780109277963,560.59356563
1559775780111188888,560.598890855
1559775780113146066,560.621639986
1559775780115250110,560.621888749
1559775780115992069,560.618928676
1559775780117391109,560.653407347
1559775780120052099,560.670215405
1559775780121264934,560.698305753
1559775780125252962,560.70970662
1559775780127345085,560.709337621
1559775780128012895,560.700689216
1559775780131443977,560.664506378
1559775780133524894,560.650035846
1559775780135910987,560.647989636
1559775780136256933,560.62385006
1559775780137198925,560.614808403
1559775780139050006,560.631530666
1559775780144265890,560.640429743
1559775780146069049,560.674371374
1559775780146608114,560.671380458
1559775780147356033,560.697732243
1559775780149334907,560.694937824
1559775780153496980,560.734315148
1559775780156620025,560.766459642
1559775780157377004,560.769642552
1559775780160023927,560.778997899
1559775780160962104,560.769042784
1559775780163563013,560.795289075
1559775780165854930,560.7968618
1559775780167049884,560.833984139
1559775780169281959,560.841700054
1559775780171554088,560.876680128
1559775780173466920,560.887677249
1559775780176888942,560.937844076
1559775780179502964,560.947307836
1559775780181742906,560.947346611
1559775780183223009,560.947992277
1559775780185792922,560.9658147
1559775780186439990,560.962600026
1559775780188714027,560.975660288
1559775780190021038,560.948569763
1559775780192979097,560.930569355
1559775780193742990,560.92287432
1559775780195771932,560.923167256
1559775780197413921,560.893784203
1559775780200129985,560.9161649
1559775780201093912,560.955927405
1559775780203258991,560.963695248
1559775780205482006,560.968217568
1559775780205976009,560.967980236
1559775780207848072,560.979949399
1559775780210813999,560.995381023
1559775780211505889,561.002109438
1559775780213789939,560.988409786
1559775780215333938,560.994991985
1559775780215852022,560.991796132
1559775780216944932,561.010190317
1559775780219223022,561.040249853
1559775780221215963,561.041424454
1559775780223041057,561.022284939
1559775780226356029,561.027626524
1559775780227004051,561.028624718
1559775780227572917,561.013642442
1559775780229278087,560.99170263
1559775780230976104,560.989937964
1559775780233046054,560.992049443
1559775780235726118,560.993694598
1559775780236924886,560.97676113
1559775780239053964,561.009051633
1559775780243110895,560.99842566
1559775780243829011,560.983727731
1559775780245115041,560.977936586
1559775780245847940,560.974779179
1559775780252013921,561.001183348
1559775780252737998,560.978939948
1559775780253175973,560.968766035
1559775780255800008,561.013600736
1559775780258101940,561.009237923
1559775780259548902,561.001918107
1559775780261212110,561.022445047
1559775780263063907,560.999528201
1559775780265506029,560.995439073
1559775780267266988,560.977164465
1559775780271078109,560.995523797
1559775780273204088,560.966450158
1559775780276277065,560.970190369
1559775780277179956,560.951519606
1559775780280287027,560.965579155
1559775780280961036,560.985077807
1559775780283461093,561.004358062
1559775780285613059,561.011115124
1559775780286978960,561.075357117
1559775780289099931,561.092839891
1559775780292113065,561.109975072
1559775780293344974,561.130933626
1559775780295500993,561.135785598
1559775780296032905,561.135710989
1559775780297234058,561.147543008
1559775780299088954,561.170715912
1559775780301044940,561.165686569
1559775780303272008,561.168793615
1559775780305588006,561.167602162
1559775780306997060,561.154538618
1559775780309705018,561.157348615
1559775780311665058,561.14783254
1559775780313555955,561.12712869
1559775780315963983,561.105999957
1559775780319274902,561.107595661
1559775780321265935,561.093450843
1559775780324402093,561.083480542
1559775780329528093,561.069916972
1559775780330171108,561.066738742
1559775780330734014,561.074206966
1559775780332011938,561.044544746
1559775780333874940,561.041745297
1559775780336627006,561.061836902
1559775780337239980,561.058670316
1559775780337682962,561.061738472
1559775780339627027,561.078462783
1559775780341249942,561.05118072
1559775780343452930,561.061798603
1559775780345730066,561.062279383
1559775780351035118,561.062735518
1559775780351771116,561.040850559
1559775780353657960,561.012986468
1559775780355895996,561.033147407
1559775780356422901,561.03001254
1559775780357388019,561.026908366
1559775780359554052,561.020644134
1559775780361591100,561.023028935
1559775780363357067,561.024334693
1559775780365710973,561.077708431
1559775780367887973,561.074548388
1559775780368999004,561.079833673
1559775780369997978,561.069250202
1559775780372155904,561.066179419
1559775780373539924,561.065872074
1559775780376302957,561.065605637
1559775780377722024,561.031317353
1559775780379579067,561.048422086
1559775780382220983,561.060624505
1559775780384049892,561.036845024
1559775780386439085,561.02142825
1559775780387574911,561.009956099
1559775780389416933,561.015027934
1559775780391413927,561.043516345
1559775780393452882,561.028480415
1559775780396209955,561.025518426
1559775780397250890,561.029967995
1559775780400603055,561.010929195
1559775780403250932,560.999682844
1559775780403336048,561.020222354
1559775780405483961,561.017992435
1559775780407628059,560.989970579
1559775780411547899,560.995381974
1559775780412947893,561.042963298
1559775780415889978,561.02201495
1559775780417247056,561.009453925
1559775780419966936,561.023155496
1559775780424118995,561.046986685
1559775780425677061,561.044483378
1559775780427465915,561.020649047
1559775780429327011,561.020736411
1559775780431221008,561.029760566
1559775780433907985,561.04328535
1559775780435726881,561.015738666
1559775780439506053,561.016011237
1559775780442047119,561.034376025
1559775780443465948,561.033855563
1559775780446903944,561.031523092
1559775780447519063,561.016883895
1559775780449285030,561.025781858
1559775780451241016,561.073734952
1559775780453337907,561.059101308
1559775780456347942,561.009110944
1559775780457334041,560.99616858
1559775780459168910,561.02229356
1559775780463423967,561.012796725
1559775780465744972,561.009408386
1559775780467401027,560.990721411
1559775780469396114,561.009554359
1559775780471312999,561.014007218
1559775780473474025,561.041021301
1559775780475570917,561.044483247
1559775780476036071,561.041438369
1559775780477780103,561.040071092
1559775780480242967,561.047858677
1559775780482443094,561.03740359
1559775780483557939,561.075836811
1559775780486150026,561.051581197
1559775780487251996,561.036771322
1559775780489527940,561.004959407
1559775780491235017,560.98336785
1559775780493410110,560.948776364
1559775780495987892,560.927689287
1559775780497833967,560.951249823
1559775780499124050,560.95279575
1559775780501197099,560.982842038
1559775780503205060,560.990861579
1559775780505471944,560.986633402
1559775780507888078,560.968824465
1559775780510905981,560.959043246
1559775780511545896,560.987073244
1559775780516026020,561.012881003
1559775780517222881,560.994420504
1559775780519176959,561.020632089
1559775780521397113,561.023913423
1559775780523226022,561.035787152
1559775780525626897,561.08621692
1559775780526002883,561.083168285
1559775780527226924,561.092781108
1559775780529248952,561.047457875
1559775780531583070,561.066455474
1559775780533354997,561.043210626
1559775780535229921,561.020766157
1559775780535759925,561.017777632
1559775780539139986,560.973430393
1559775780541529893,560.977288384
1559775780544450998,560.968106735
1559775780546176910,560.954716558
1559775780546511888,560.951795086
1559775780547477960,560.982966667
1559775780549268960,560.999234976
1559775780551168918,561.010699421
1559775780553744077,560.997304833
1559775780555628061,561.024689363
1559775780556246995,561.021726471
1559775780557446002,561.008655283
1559775780559895992,561.027168967
1559775780561527013,561.045147756
1559775780564097881,561.082640515
1559775780565512895,561.087273633
1559775780565886974,561.084271248
1559775780567276954,561.073436472
1559775780569514989,561.101943454
1559775780571434974,561.098252924
1559775780574090003,561.114693675
1559775780575716018,561.112767592
1559775780577306032,561.073402704
1559775780580754995,561.078616535
1559775780581324100,561.087743414
1559775780583281040,561.09981832
1559775780585661888,561.132323616
1559775780586190938,561.129288949
1559775780587296009,561.112633523
1559775780589473962,561.105152495
1559775780591290950,561.09312224
1559775780593492984,561.101668011
1559775780595505952,561.09949697
1559775780597382068,561.103126505
1559775780601474046,561.075381105
1559775780603353023,561.084033646
1559775780607052087,561.092992591
1559775780611093997,561.090008864
1559775780611432075,561.089743874
1559775780612021923,561.137724246
1559775780615977048,561.142572635
1559775780617757081,561.166445701
1559775780619422912,561.167776584
1559775780621840000,561.153466383
1559775780624293088,561.16948314
1559775780626504898,561.202601417
1559775780629319906,561.206389847
1559775780631356954,561.180902916
1559775780633318901,561.168245837
1559775780636324882,561.1996181
1559775780636665105,561.198420092
1559775780639275074,561.217946699
1559775780641458034,561.2235114
1559775780643807888,561.255994841
1559775780645637035,561.284650039
1559775780646162986,561.281534725
1559775780647331953,561.265356763
1559775780649456977,561.252133911
1559775780651289939,561.237126724
1559775780653829097,561.246081874
1559775780656004905,561.259127858
1559775780657519102,561.320285341
1559775780659380912,561.357514031
1559775780663517951,561.406290941
1559775780666385889,561.433376692
1559775780668584108,561.430134297
1559775780668891906,561.404511351
1559775780669575929,561.392261744
1559775780672782897,561.375639623
1559775780673887968,561.36042335
1559775780675600051,561.39567479
1559775780676070928,561.392479774
1559775780677221059,561.377269086
1559775780679578065,561.361678084
1559775780681513071,561.363570715
1559775780683532953,561.348209265
1559775780686192989,561.345127269
1559775780687517881,561.339303801
1559775780690620899,561.348512183
1559775780701595067,561.385789736
1559775780702544927,561.400709613
1559775780707592964,561.449718442
1559775780708925008,561.446490728
1559775780709662914,561.46928721
1559775780710602998,561.46667454
1559775780711636066,561.491930739
1559775780713628053,561.529868263
1559775780715698003,561.547582775
1559775780716289043,561.544272441
1559775780717298984,561.505272707
1559775780720741033,561.546429249
1559775780721621036,561.567364807
1559775780725136995,561.601523119
1559775780726151943,561.603626423
1559775780726814985,561.589909459
1559775780729602098,561.618258046
1559775780731386899,561.648869501
1559775780733521938,561.679734978
1559775780735747098,561.678824056
1559775780736380100,561.67541684
1559775780738997936,561.660940143
1559775780739824056,561.657847051
1559775780743439912,561.645125723
1559775780745976924,561.666243018
1559775780747637987,561.650968319
1559775780749638080,561.632524471
1559775780751471042,561.610040067
1559775780753467082,561.601090564
1559775780755579948,561.604963784
1559775780756608963,561.606030726
1559775780757977008,561.60952216
1559775780759403944,561.625320348
1559775780761550903,561.645092394
1559775780763850927,561.67276675
1559775780765954017,561.679571367
1559775780767997026,561.67576679
1559775780772562980,561.712703854
1559775780772938966,561.724945344
1559775780773881912,561.689385126
1559775780776087045,561.672407691
1559775780777442932,561.668658919
1559775780779437065,561.673414224
1559775780781555891,561.699039963
1559775780783579111,561.728347237
1559775780787076950,561.773973593
1559775780787452936,561.7761097
1559775780787837982,561.771517057
1559775780792141914,561.792539382
1559775780793704986,561.792335144
1559775780795808076,561.787986727
1559775780796428918,561.784515585
1559775780797609090,561.792898958
1559775780799396991,561.817253267
1559775780801460981,561.820402768
1559775780804899930,561.820813049
1559775780807552099,561.819716887
1559775780807697057,561.816227323
1559775780809715032,561.84053044
1559775780811283111,561.858432277
1559775780814955949,561.887627432
1559775780815622091,561.855626847
1559775780816042900,561.852119345
1559775780817538022,561.817750418
1559775780819339036,561.792741486
1559775780821409940,561.799597117
1559775780823342084,561.806915383
1559775780825972080,561.857161749
1559775780826714992,561.853659314
1559775780827282905,561.857053716
1559775780834166049,561.857841338
1559775780838109970,561.819747546
1559775780840936899,561.79047672
1559775780841655015,561.765681345
1559775780842358112,561.719495642
1559775780843223094,561.650311481
1559775780846378087,561.641850911
1559775780846900939,561.638545969
1559775780847310066,561.64333515
1559775780852143049,561.658639377
1559775780853847980,561.672640041
1559775780856404066,561.671193089
1559775780858879089,561.668129416
1559775780859301090,561.66113136
1559775780862181901,561.639288644
1559775780864438056,561.600704247
1559775780866621017,561.567651571
1559775780867235898,561.564606348
1559775780867630958,561.528238127
1559775780871107101,561.492436583
1559775780871649980,561.450615669
1559775780875204086,561.428365201
1559775780876307010,561.400575391
1559775780877011060,561.397476322
1559775780877783060,561.385094014
1559775780879429101,561.356095671
1559775780881741046,561.331927899
1559775780883335113,561.297704204
1559775780886162042,561.28267946
1559775780887530088,561.260694971
1559775780893668889,561.216683711
1559775780895495891,561.190726671
1559775780896060943,561.187794678
1559775780897811889,561.171030942
1559775780901469945,561.140026121
1559775780903929948,561.144070773
1559775780906260013,561.135548836
1559775780908205032,561.124294552
1559775780909907102,561.141427143
1559775780911401987,561.101320387
1559775780913351058,561.05645307
1559775780916898012,561.039532592
1559775780917588949,561.036703611
1559775780918231964,561.031052728
1559775780919277906,560.99505665
1559775780921571016,560.97337474
1559775780923196077,560.955472368
1559775780931960105,560.912710699
1559775780936461925,560.89267152
1559775780938465118,560.889948977
1559775780939330101,560.89097147
1559775780940613985,560.920450106
1559775780941836118,560.894180169
1559775780943490982,560.892058362
1559775780945962905,560.882736155
1559775780946768999,560.880011127
1559775780947590112,560.887251391
1559775780949739933,560.86024482
1559775780951296091,560.846152354
1559775780957922935,560.821643932
1559775780958586931,560.783883032
1559775780961208105,560.7739317
1559775780964339971,560.761294434
1559775780966057062,560.774662368
1559775780968978881,560.772015037
1559775780970113992,560.748899703
1559775780971193075,560.753136327
1559775780971790075,560.756992688
1559775780985620975,560.731559061
1559775780986152887,560.671164775
1559775780986974000,560.668594798
1559775780987579107,560.68243702
1559775780990781068,560.68515062
1559775780995949029,560.666237629
1559775780996577024,560.663675523
1559775780997978925,560.69844521
1559775780999332904,560.735662596
1559775781001650094,560.758902111
1559775781003792047,560.781326362
1559775781011008024,560.819805479
1559775781011660099,560.795280407
1559775781012383937,560.807014326
1559775781014544010,560.823528752
1559775781015999078,560.810639083
1559775781017116069,560.86064984
1559775781019546985,560.854122509
1559775781023109912,560.916488328
1559775781023957014,560.967625185
1559775781026355028,561.004950899
1559775781027360916,561.016712255
1559775781030093908,561.031022025
1559775781031461000,561.041319904
1559775781034166097,561.044715278
1559775781035311937,561.06849933
1559775781036211967,561.065639293
1559775781038255929,561.063491707
1559775781041160106,561.062629377
1559775781042484045,561.06067647
1559775781043545961,561.046409864
1559775781048101902,561.056760684
1559775781049608945,561.079557169
1559775781051659107,561.119282501
1559775781053862094,561.097699323
1559775781058250904,561.113975001
1559775781059271097,561.110322884
1559775781059897899,561.117343773
1559775781062071084,561.133260064
1559775781064521074,561.120776831
1559775781066236019,561.127108766
1559775781067138910,561.124282647
1559775781068036079,561.143526623
1559775781072587966,561.118016805
1559775781073976039,561.105949779
1559775781076690912,561.102883111
1559775781077677011,561.10057368
1559775781079673051,561.126553798
1559775781081372022,561.146397852
1559775781084897994,561.148236519
1559775781085777997,561.14896863
1559775781086435079,561.146084008
1559775781090368986,561.119720155
1559775781091479063,561.107698989
1559775781093393087,561.069486997
1559775781095860958,561.059206524
1559775781096999883,561.056408005
1559775781098714113,561.029475402
1559775781100878000,561.029095031
1559775781101888895,561.050999002
1559775781103382110,561.050717529
1559775781106040954,561.046978869
1559775781107187986,561.03787969
1559775781109066963,561.024892196
1559775781112139940,560.9940315
1559775781113864898,560.991395428
1559775781115493059,560.955153574
1559775781115897893,560.95247069
1559775781117197990,560.893307909
1559775781119616985,560.904165518
1559775781122234106,560.889843661
1559775781126743078,560.87528271
1559775781127403020,560.872673962
1559775781127990007,560.893508615
1559775781129873037,560.894281479
1559775781132342100,560.905627782
1559775781133677959,560.925447747
1559775781135612010,560.912854576
1559775781136432886,560.910224734
1559775781139197111,560.918599717
1559775781139849901,560.934565195
1559775781144598960,560.960023349
1559775781147593975,560.956435158
1559775781148353099,560.9638323
1559775781149755954,560.937219261
1559775781151237964,560.961486301
1559775781153623104,560.967765083
1559775781155831098,560.978588138
1559775781156481027,560.975404995
1559775781157632112,560.990148147
1559775781159384012,560.975826905
1559775781164005041,560.981328802
1559775781166337013,560.974754446
1559775781166992902,560.9721016
1559775781169382095,560.996267785
1559775781171582937,561.032349388
1559775781173337936,561.046366263
1559775781175348997,561.099307998
1559775781175715923,561.096554764
1559775781176973104,561.116274024
1559775781180275917,561.162840394
1559775781181637048,561.148240116
1559775781184128999,561.142482131
1559775781186079025,561.119237187
1559775781186971902,561.116476444
1559775781189960956,561.096902024
1559775781190983057,561.122400746
1559775781191709041,561.134782289
1559775781193398952,561.132011483
1559775781195851087,561.118826852
1559775781196655988,561.117771796
1559775781197658061,561.127736242
1559775781199295997,561.11289317
1559775781201353073,561.071234172
1559775781204263925,561.067141218
1559775781207098960,561.058920445
1559775781208308935,561.074802386
1559775781209980010,561.102008546
1559775781211342096,561.10416736
1559775781213788986,561.107712806
1559775781215379953,561.105737488
1559775781216023921,561.10300067
1559775781217186927,561.095999061
1559775781221133947,561.077349189
1559775781221967935,561.048778865
1559775781223921060,561.000113062
1559775781226027011,560.997549363
1559775781227210044,561.010293184
1559775781230545043,561.035731787
1559775781231302022,561.046765426
1559775781233587026,561.035466219
1559775781235500097,561.047063332
1559775781235991954,561.044380388
1559775781237690925,561.013756219
1559775781240154981,560.98002291
1559775781241667985,560.970162112
1559775781243760108,560.97942419
1559775781246294021,560.992236771
1559775781247644901,560.989598981
1559775781248405933,561.009533246
1559775781249561071,561.047128603
1559775781251663923,561.07010562
1559775781253562927,561.065419191
1559775781255474090,561.053611523
1559775781256635904,561.050930993
1559775781257728099,561.061250621
1559775781259582042,561.046212707
1559775781262891054,561.032579737
1559775781263439893,561.010378121
1559775781266057968,560.989395987
1559775781267133951,560.986772997
1559775781269762039,560.9880211
1559775781278075933,560.994560567
1559775781279016017,561.031165805
1559775781281200885,561.062950604
1559775781283268928,561.09421641
1559775781285660982,561.09474765
1559775781287201881,561.119856425
1559775781290115118,561.113340723
1559775781292155981,561.078793605
1559775781293710947,561.072040186
1559775781295975923,561.061256107
1559775781296565055,561.058586766
1559775781297779083,561.060434792
1559775781299431085,561.042317183
1559775781301528930,561.025451582
1559775781303195953,561.058357808
1559775781305895090,561.091537791
1559775781306663990,561.088851943
1559775781307288885,561.12346251
1559775781309796094,561.13434588
1559775781312557935,561.157586816
1559775781313587903,561.144835054
1559775781316062927,561.14661534
1559775781317497014,561.142026521
1559775781319011926,561.146053706
1559775781321928024,561.097333746
1559775781323575973,561.069637009
1559775781326199054,561.093731507
1559775781327115058,561.091055515
1559775781327857971,561.107004636
1559775781329669952,561.12361698
1559775781332130908,561.117865188
1559775781333045959,561.102764452
1559775781335577011,561.049876431
1559775781337621927,561.047241383
1559775781338176965,561.041947998
1559775781339386940,561.048385202
1559775781345118045,561.117141556
1559775781345894098,561.134013804
1559775781346493959,561.131316923
1559775781347438097,561.156938373
1559775781349504947,561.178204011
1559775781351634979,561.180598141
1559775781354670047,561.200182952
1559775781355611085,561.189794372
1559775781356340885,561.187053153
1559775781359494924,561.17326347
1559775781360291004,561.16598777
1559775781362555980,561.144961865
1559775781364964962,561.118246895
1559775781366151094,561.118219018
1559775781367891073,561.122053924
1559775781369318008,561.114350538
1559775781371942043,561.08508897
1559775781373437881,561.089766361
1559775781375968933,561.068524926
1559775781376085042,561.065870835
1559775781377511978,561.078570348
1559775781379473924,561.045971626
1559775781381403923,561.047794412
1559775781384814023,561.058261873
1559775781386302947,561.05624138
1559775781386418104,561.064666874
1559775781387742996,561.080849162
1559775781389511108,561.118489775
1559775781391586065,561.118278201
1559775781395128011,561.137926261
1559775781399292945,561.138762602
1559775781399422883,561.136051528
1559775781400108098,561.125420779
1559775781401360034,561.113590556
1559775781403407096,561.065236589
1559775781406944036,561.055637541
1559775781407685041,561.012439349
1559775781411480903,560.998773507
1559775781414860010,561.00560183
1559775781416184902,561.004183202
1559775781417480945,561.001581543
1559775781418689966,561.004331512
1559775781419570922,560.991613027
1559775781421608924,560.974824423
1559775781423358917,560.978280986
1559775781425972938,560.974532064
1559775781426569938,560.970789769
1559775781427385091,560.948745215
1559775781432161092,560.948089621
1559775781432606935,560.947478311
1559775781433423995,560.922972528
1559775781435359001,560.909367093
1559775781435903072,560.906842675
1559775781437051057,560.882987522
1559775781439374923,560.904996206
1559775781443963050,560.906117353
1559775781449732065,560.898092552
1559775781450098991,560.909749727
1559775781451968908,560.899255316
1559775781453041076,560.89716263
1559775781457113027,560.892215107
1559775781457423925,560.889702983
1559775781457911968,560.877505326
1559775781459700107,560.868248459
1559775781462327957,560.84560448
1559775781463819026,560.852819609
1559775781466514110,560.861938018
1559775781469916105,560.849266427
1559775781471419095,560.856785915
1559775781473318099,560.844188646
1559775781475691080,560.84188472
1559775781476258993,560.839402193
1559775781477106094,560.821906742
1559775781479981899,560.80439166
1559775781482990026,560.771341095
1559775781484000921,560.753718416
1559775781486192941,560.760825731
1559775781487421989,560.751324535
1559775781489231109,560.765041344
1559775781491486072,560.79124087
1559775781493515968,560.801906066
1559775781496205091,560.840362372
1559775781496675014,560.836157767
1559775781497101068,560.818398466
1559775781499985933,560.824964815
1559775781502129077,560.798215303
1559775781504177093,560.7776477
1559775781514995098,560.772747648
1559775781515084028,560.747981967
1559775781518170118,560.791171191
1559775781519926071,560.788732296
1559775781520870923,560.748608689
1559775781521713972,560.770812785
1559775781522288084,560.75112636
1559775781524226903,560.750194427
1559775781529881954,560.744765034
1559775781533667087,560.742031201
1559775781535614013,560.742102221
1559775781536622047,560.739736372
1559775781537332057,560.744295478
1559775781539412975,560.722461667
1559775781541122913,560.736964817
1559775781543709993,560.715831941
1559775781545833110,560.704711182
1559775781547724962,560.715037819
1559775781549326896,560.733709869
1559775781553303956,560.756063755
1559775781555301904,560.710855113
1559775781555831909,560.708520987
1559775781557374000,560.700326442
1559775781559489965,560.694713667
1559775781561264038,560.664510494
1559775781563882112,560.678116346
1559775781566031932,560.670400822
1559775781566725969,560.702936867
1559775781567498922,560.762814319
1559775781569453954,560.769261873
1559775781571244001,560.780994666
1559775781575773000,560.767114098
1559775781576272010,560.764713498
1559775781577552080,560.794805146
1559775781580225944,560.800868849
1559775781581285953,560.794332536
1559775781583518981,560.782840254
1559775781585985898,560.789195297
1559775781587593078,560.81336085
1559775781589288949,560.815098974
1559775781593029022,560.829102091
1559775781593709945,560.792822369
1559775781596548080,560.81556888
1559775781597373008,560.812737324
1559775781597805976,560.839550303
1559775781601560115,560.827567495
1559775781603971958,560.850144529
1559775781606741905,560.868070137
1559775781607516050,560.871778766
1559775781609513998,560.895928736
1559775781611696958,560.89576537
1559775781613545894,560.930972194
1559775781616066932,560.950460485
1559775781617784023,560.928034546
1559775781619210004,560.934055668
1559775781621316909,560.913498088
1559775781623389959,560.93551196
1559775781627856969,560.936927919
1559775781628444910,560.953589671
1559775781628907918,560.957212629
1559775781631325960,560.963832388
1559775781633258104,560.942681154
1559775781635324001,560.952013245
1559775781635752916,560.949489292
1559775781637275934,560.973740083
1559775781639309883,560.987705271
1559775781643126010,561.015832706
1559775781643718004,561.012856603
1559775781647280931,561.00867122
1559775781651995897,561.00610739
1559775781652115106,560.971191803
1559775781655538082,560.95389579
1559775781655642986,560.929343308
1559775781657581090,560.916529879
1559775781659490108,560.910443307
1559775781661768913,560.876353405
1559775781663324117,560.87558314
1559775781665704011,560.895662637
1559775781667500972,560.89320317
1559775781669457912,560.896520678
1559775781670286893,560.899101662
1559775781671912908,560.929519309
1559775781673494100,560.966419284
1559775781675568103,560.965535926
1559775781677912950,560.975602281
1559775781679311037,560.979641951
1559775781681549072,560.960989684
1559775781683640956,560.962872294
1559775781686162948,560.968806159
1559775781688325881,560.973018888
1559775781689431905,560.969060987
1559775781691667079,560.974743534
1559775781693785905,560.986625308
1559775781696095943,561.008033048
1559775781696515083,561.005501189
1559775781697937965,561.002557567
1559775781700129032,561.011371793
1559775781701051950,560.975692971
1559775781703553915,560.984830275
1559775781705861091,560.970253833
1559775781707025051,560.962479993
1559775781712846040,560.955016571
1559775781716283082,560.961923106
1559775781717138051,560.960704531
1559775781717689990,560.9550942
1559775781720040082,560.956334258
1559775781722434997,560.981939901
1559775781729017972,561.068162233
1559775781730158090,561.097068807
1559775781731673002,561.091604398
1559775781733427047,561.113836507
1559775781735543012,561.117729821
1559775781737350940,561.130037751
1559775781739487886,561.154511596
1559775781741415977,561.197172665
1559775781743499994,561.196986715
1559775781746465921,561.177688899
1559775781747607946,561.146608752
1559775781749341964,561.139430154
1559775781755309104,561.187445258
1559775781755718946,561.197480885
1559775781756293058,561.194814474
1559775781757813930,561.230142676
1559775781759933948,561.255106225
1559775781761684894,561.235160148
1559775781763478994,561.267835343
1559775781766932010,561.364619828
1559775781767615079,561.367889683
1559775781768410921,561.410877761
1559775781769316911,561.436707506
1559775781771281003,561.469483255
1559775781773945093,561.430319853
1559775781776855945,561.498549648
1559775781777517080,561.495690292
