1559774442711911916,522.590528224
1559774442713476896,522.590531426
1559774442715770006,522.557548687
1559774442717590093,522.539299682
1559774442719754934,522.457162079
1559774442721400022,522.386830327
1559774442723093032,522.404309907
1559774442725147008,522.389842364
1559774442727294921,522.423301728
1559774442729423999,522.451417438
1559774442730891942,522.415292604
1559774442732775926,522.424426672
1559774442734401941,522.432818643
1559774442736074924,522.422537109
1559774442736948966,522.486167359
1559774442738631010,522.470692808
1559774442739583015,522.436159823
1559774442740564107,522.440301571
1559774442744193077,522.423607598
1559774442746160984,522.401636575
1559774442748100996,522.408119978
1559774442749095916,522.394974702
1559774442750511884,522.364382179
1559774442751900911,522.400664995
1559774442754230976,522.374051406
1559774442755992889,522.347302602
1559774442758222103,522.365702948
1559774442758779048,522.36266183
1559774442759630918,522.369400798
1559774442763501882,522.35295537
1559774442766531944,522.335175627
1559774442770047903,522.32618773
1559774442771554946,522.294195839
1559774442773524999,522.297120509
1559774442775079965,522.333947261
1559774442776102066,522.346022465
1559774442776978969,522.338633438
1559774442778342962,522.323712569
1559774442779398918,522.327438067
1559774442780303001,522.331141879
1559774442781975984,522.332941874
1559774442784423112,522.333543773
1559774442786422014,522.291726097
1559774442787998914,522.289541393
1559774442789047002,522.296534254
1559774442790065050,522.306335723
1559774442792058944,522.332911542
1559774442794274091,522.333765138
1559774442796035051,522.323542372
1559774442799280881,522.312304197
1559774442799762010,522.31676986
1559774442800825119,522.352361064
1559774442802407979,522.353109217
1559774442804497003,522.347993297
1559774442806179046,522.348998836
1559774442808197021,522.33373237
1559774442808877944,522.335612051
1559774442810075044,522.312909501
1559774442811978101,522.305772101
1559774442814207077,522.297113447
1559774442818166971,522.275624571
1559774442819001913,522.282261153
1559774442822340011,522.272035029
1559774442824321985,522.25626478
1559774442826524019,522.254626389
1559774442828488111,522.250348693
1559774442829426050,522.258488467
1559774442830099105,522.257210641
1559774442832149982,522.275582073
1559774442834662914,522.259762635
1559774442836086988,522.255893216
1559774442838264942,522.254416481
1559774442839176893,522.259252557
1559774442840030908,522.249741135
1559774442841938972,522.250864363
1559774442844252109,522.253906038
1559774442846190929,522.242333777
1559774442848018884,522.252120651
1559774442848882913,522.258590174
1559774442850311994,522.251832084
1559774442852200984,522.252898347
1559774442854217052,522.271385915
1559774442856014966,522.275773286
1559774442858283996,522.270644511
1559774442859138011,522.273966209
1559774442860008001,522.28352201
1559774442862720966,522.274811265
1559774442865103960,522.273962655
1559774442867455005,522.281366444
