1558960830.8871,523.667
1558960830.98716,523.741
1558960831.08721,523.815
1558960831.18727,523.905
1558960831.28732,523.974
1558960831.38737,524.083
1558960831.48743,524.163
1558960831.58748,524.265
1558960831.68754,524.345
1558960831.78759,524.458
1558960831.88765,524.56
1558960831.9877,524.666
1558960832.08775,524.783
1558960832.18781,524.914
1558960832.28786,524.998
1558960832.38792,525.135
1558960832.48797,525.248
1558960832.58803,525.372
1558960832.68808,525.499
1558960832.78813,525.62
1558960832.88819,525.727
1558960832.98824,525.838
1558960833.0883,525.957
1558960833.18835,526.065
1558960833.28841,526.154
1558960833.38846,526.234
1558960833.48852,526.268
1558960833.58857,526.256
1558960833.68862,526.215
1558960833.78868,526.147
1558960833.88873,526.071
1558960833.98879,526.001
1558960834.08884,525.911
1558960834.1889,525.828
1558960834.28895,525.761
1558960834.389,525.706
1558960834.48906,525.641
1558960834.58911,525.58
1558960834.68917,525.542
1558960834.78922,525.493
1558960834.88928,525.453
1558960834.98933,525.415
1558960835.08939,525.376
1558960835.18944,525.34
1558960835.28949,525.312
1558960835.38955,525.286
1558960835.4896,525.268
1558960835.58966,525.247
1558960835.68971,525.223
1558960835.78977,525.203
1558960835.88982,525.182
1558960835.98987,525.167
1558960836.08993,525.152
1558960836.18998,525.137
1558960836.29004,525.121
1558960836.39009,525.108
1558960836.49015,525.099
1558960836.5902,525.09
1558960836.69025,525.077
1558960836.79031,525.075
1558960836.89036,525.066
1558960836.99042,525.061
1558960837.09047,525.045
1558960837.19053,525.036
1558960837.29058,525.024
1558960837.39064,525.013
1558960837.49069,525.006
1558960837.59074,524.991
1558960837.6908,524.984
1558960837.79085,524.976
1558960837.89091,524.969
1558960837.99096,524.963
1558960838.09102,524.954
1558960838.19107,524.945
1558960838.29112,524.934
1558960838.39118,524.919
1558960838.49123,524.906
1558960838.59129,524.898
1558960838.69134,524.908
1558960838.7914,524.925
1558960838.89145,524.974
1558960838.9915,525.046
1558960839.09156,525.106
1558960839.19161,525.179
1558960839.29167,525.279
1558960839.39172,525.376
1558960839.49178,525.452
1558960839.59183,525.562
1558960839.69189,525.648
1558960839.79194,525.737
1558960839.89199,525.825
1558960839.99205,525.914
1558960840.0921,526.013
1558960840.19216,526.092
1558960840.29221,526.195
1558960840.39227,526.278
1558960840.49232,526.37
1558960840.59237,526.457
1558960840.69243,526.553
1558960840.79248,526.636
1558960840.89254,526.73
1558960840.99259,526.827
1558960841.09265,526.914
1558960841.1927,527
1558960841.29275,527.108
1558960841.39281,527.199
1558960841.49286,527.288
1558960841.59292,527.377
1558960841.69297,527.465
1558960841.79303,527.576
1558960841.89308,527.663
1558960841.99314,527.752
1558960842.09319,527.856
1558960842.19324,527.961
1558960842.2933,528.039
1558960842.39335,528.143
1558960842.49341,528.245
1558960842.59346,528.332
1558960842.69352,528.427
1558960842.79357,528.542
1558960842.89362,528.638
1558960842.99368,528.73
1558960843.09373,528.827
1558960843.19379,528.927
1558960843.29384,529.034
1558960843.3939,529.121
1558960843.49395,529.211
1558960843.59401,529.318
1558960843.69406,529.412
1558960843.79411,529.496
1558960843.89417,529.606
1558960843.99422,529.689
1558960844.09428,529.795
1558960844.19433,529.888
1558960844.29439,529.991
1558960844.39444,530.095
1558960844.49449,530.172
1558960844.59455,530.29
1558960844.6946,530.383
1558960844.79466,530.483
1558960844.89471,530.583
1558960844.99477,530.681
1558960845.09482,530.781
1558960845.19487,530.881
1558960845.29493,530.977
1558960845.39498,531.085
1558960845.49504,531.184
1558960845.59509,531.273
1558960845.69515,531.399
1558960845.7952,531.479
1558960845.89526,531.589
1558960845.99531,531.706
1558960846.09536,531.785
1558960846.19542,531.893
1558960846.29547,532.008
1558960846.39553,532.117
1558960846.49558,532.213
1558960846.59564,532.325
1558960846.69569,532.423
1558960846.79574,532.534
1558960846.8958,532.632
1558960846.99585,532.746
1558960847.09591,532.857
1558960847.19596,532.943
1558960847.29602,533.061
1558960847.39607,533.153
1558960847.49612,533.251
1558960847.59618,533.378
1558960847.69623,533.475
1558960847.79629,533.575
1558960847.89634,533.701
1558960847.9964,533.797
1558960848.09645,533.887
1558960848.19651,534.005
1558960848.29656,534.103
1558960848.39661,534.208
1558960848.49667,534.308
1558960848.59672,534.423
1558960848.69678,534.528
1558960848.79683,534.609
1558960848.89689,534.725
1558960848.99694,534.829
1558960849.09699,534.928
1558960849.19705,535.045
1558960849.2971,535.14
1558960849.39716,535.24
1558960849.49721,535.342
1558960849.59727,535.45
1558960849.69732,535.547
1558960849.79737,535.653
1558960849.89743,535.747
1558960849.99748,535.868
1558960850.09754,535.948
1558960850.19759,536.047
1558960850.29765,536.164
1558960850.3977,536.258
1558960850.49776,536.367
1558960850.59781,536.481
1558960850.69786,536.575
1558960850.79792,536.67
1558960850.89797,536.784
1558960850.99803,536.878
1558960851.09808,536.987
1558960851.19814,537.091
1558960851.29819,537.202
1558960851.39824,537.294
1558960851.4983,537.381
1558960851.59835,537.502
1558960851.69841,537.603
1558960851.79846,537.69
1558960851.89852,537.804
1558960851.99857,537.912
1558960852.09863,537.999
1558960852.19868,538.118
1558960852.29873,538.219
1558960852.39879,538.311
1558960852.49884,538.413
1558960852.5989,538.52
1558960852.69895,538.63
1558960852.79901,538.72
1558960852.89906,538.816
1558960852.99911,538.929
1558960853.09917,539.009
1558960853.19922,539.117
1558960853.29928,539.218
1558960853.39933,539.315
1558960853.49939,539.422
1558960853.59944,539.497
1558960853.69949,539.603
1558960853.79955,539.707
1558960853.8996,539.793
1558960853.99966,539.906
1558960854.09971,540.003
1558960854.19977,540.082
1558960854.29982,540.179
1558960854.39988,540.268
1558960854.49993,540.369
1558960854.59998,540.465
1558960854.70004,540.553
1558960854.80009,540.662
1558960854.90015,540.753
1558960855.0002,540.825
1558960855.10026,540.937
1558960855.20031,541.03
1558960855.30036,541.129
1558960855.40042,541.231
1558960855.50047,541.315
1558960855.60053,541.427
1558960855.70058,541.512
1558960855.80064,541.598
1558960855.90069,541.711
1558960856.00075,541.809
1558960856.1008,541.907
1558960856.20085,542.008
1558960856.30091,542.099
1558960856.40096,542.182
1558960856.50102,542.291
1558960856.60107,542.38
1558960856.70113,542.494
1558960856.80118,542.582
1558960856.90123,542.672
1558960857.00129,542.791
1558960857.10134,542.855
1558960857.2014,542.961
1558960857.30145,543.071
1558960857.40151,543.17
1558960857.50156,543.265
1558960857.60161,543.371
1558960857.70167,543.451
1558960857.80172,543.571
1558960857.90178,543.668
1558960858.00183,543.768
1558960858.10189,543.878
1558960858.20194,543.972
